n_age,b_gender,n_income,n_daysWithoutFrequency,n_lifetimeValue,b_useByTime,b_waterActivities,b_fitnessActivities,b_teamActivities,b_combatActivities,n_allowedWeeklyVisits,n_allowedVisits,n_realVisits,n_renewals,b_dropout,n_timeAsCustomer,c_timeAsCustomer,n_recency,c_recency,n_frequenciesWeek,c_frequenciesWeek,n_classesWeek,c_classesWeek,n_classesVisit,c_classesVisit,n_ratioUtilization,c_utilization,n_spentPerMonth,b_rareActivities
8.0,0,0.0,5.0,714.2,0,1.0,0.0,1.0,1.0,2.0,17.42,5.0,2.0,0,761.0,12m+,5,<1w,0.3679369250985545,0.2-0.5,0.3403416557161629,0.1-0.5,0.925,0.5-1,28.702640642939148,25-50%,28.15505913272011,0.0
29.0,0,1890.0,880.9999999999999,787.0,0,0.0,1.0,1.0,0.0,2.0,17.42,0.0,4.0,1,1079.0,12m+,1338,>12m,0.04541241890639481,<0.1,0.04541241890639481,<0.1,1.0,0.5-1,0.0,<25%,21.881371640407785,0.0
35.0,0,6490.0,0.0,216.5,0,0.0,0.0,0.0,1.0,7.0,59.99,4.0,0.0,1,298.0,6-12m,1210,>12m,0.8691275167785235,0.5-1,0.0,0,0.0,0,6.667777962993832,<25%,21.79530201342282,0.0
19.0,1,1450.0,69.0,118.6,0,0.0,0.0,0.0,1.0,7.0,62.02,0.0,0.0,1,92.0,3-6m,1065,>12m,0.22826086956521738,0.2-0.5,0.0,0,0.0,0,0.0,<25%,38.67391304347826,0.0
22.0,1,2540.0,61.0,65.40000000000003,0,0.0,1.0,0.0,0.0,7.0,60.97,1.0,0.0,1,88.0,1-3m,541,>12m,0.4772727272727273,0.2-0.5,0.0,0,0.0,0,1.6401508938822371,<25%,22.295454545454557,0.0
20.0,1,1590.0,121.0,289.6,0,1.0,0.0,0.0,0.0,7.0,60.97,0.0,1.0,1,343.0,6-12m,905,>12m,0.6530612244897959,0.5-1,0.0,0,0.0,0,0.0,<25%,25.329446064139944,0.0
27.0,1,2580.0,3.0,310.6,0,0.0,1.0,0.0,0.0,7.0,4.969999999999999,2.0,2.0,1,283.0,6-12m,1177,>12m,1.9293286219081272,1-2,0.14840989399293286,0.1-0.5,0.07692307692307693,<0.5,40.24144869215293,25-50%,32.92579505300354,1.0
34.0,0,2110.0,91.0,374.6,0,0.0,0.0,0.0,1.0,7.0,60.97,0.0,2.0,1,392.0,12m+,884,>12m,0.7678571428571429,0.5-1,0.0,0,0.0,0,0.0,<25%,28.668367346938776,0.0
17.0,1,1300.0,88.0,499.1,0,0.0,0.0,1.0,0.0,1.0,8.71,1.0,3.0,1,656.0,12m+,881,>12m,0.5121951219512195,0.5-1,0.5228658536585366,0.5-1,1.0208333333333333,>1,11.48105625717566,<25%,22.82469512195122,0.0
22.0,1,1660.0,38.0,68.0,0,0.0,1.0,0.0,0.0,7.0,60.97,4.0,0.0,1,103.0,3-6m,1434,>12m,0.5436893203883495,0.5-1,0.0,0,0.0,0,6.5606035755289485,<25%,19.80582524271845,0.0
20.0,1,2020.0,49.0,217.7,0,0.0,0.0,0.0,0.0,7.0,60.97,1.0,3.0,1,712.0,12m+,842,>12m,1.5337078651685394,1-2,0.0,0,0.0,0,1.6401508938822371,<25%,9.172752808988763,0.0
19.0,1,1690.0,16.0,48.0,0,0.0,1.0,0.0,0.0,7.0,28.98,2.0,0.0,0,29.0,<1m,16,2-4w,0.4827586206896552,0.2-0.5,0.0,0,0.0,0,6.901311249137336,<25%,49.6551724137931,0.0
23.0,1,1970.0,47.0,41.60000000000002,0,1.0,0.0,0.0,0.0,7.0,52.99,3.0,0.0,1,55.0,1-3m,1135,>12m,0.38181818181818183,0.2-0.5,0.0,0,0.0,0,5.661445555765239,<25%,22.690909090909102,0.0
29.0,1,2730.0,2.0,96.19999999999996,0,0.0,1.0,0.0,0.0,7.0,48.02,13.0,0.0,0,48.0,1-3m,2,<1w,1.8958333333333333,1-2,0.0,0,0.0,0,27.072053311120364,25-50%,60.12499999999998,0.0
32.0,0,6080.0,122.0,198.2,0,0.0,1.0,0.0,0.0,7.0,28.98,6.0,1.0,1,375.0,12m+,1630,>12m,0.24266666666666667,0.2-0.5,0.0,0,0.0,0,20.70393374741201,<25%,15.855999999999998,0.0
24.0,0,2250.0,1633.0000000000002,33.60000000000002,0,0.0,1.0,0.0,1.0,7.0,28.98,2.0,5.0,0,1645.0,12m+,1633,>12m,0.00851063829787234,<0.1,0.0,0,0.0,0,6.901311249137336,<25%,0.612765957446809,0.0
15.0,1,0.0,61.0,251.1,0,0.0,0.0,1.0,0.0,2.0,17.42,1.0,0.0,1,299.0,6-12m,1248,>12m,0.6789297658862876,0.5-1,0.6789297658862876,0.5-1,1.0,0.5-1,5.74052812858783,<25%,25.193979933110366,0.0
31.0,1,1890.0,0.0,71.69999999999999,0,0.0,1.0,0.0,0.0,7.0,48.02,20.0,0.0,0,48.0,1-3m,0,<1w,3.0625,>3,0.0,0,0.0,0,41.649312786339024,25-50%,44.81249999999999,0.0
29.0,1,2800.0,53.0,111.4,0,0.0,0.0,0.0,1.0,7.0,60.97,2.0,0.0,1,106.0,3-6m,533,>12m,0.46226415094339623,0.2-0.5,0.0,0,0.0,0,3.2803017877644742,<25%,31.528301886792455,0.0
21.0,0,1610.0,43.0,301.2,0,0.0,1.0,0.0,0.0,7.0,60.97,2.0,2.0,1,780.0,12m+,735,>12m,0.3858974358974359,0.2-0.5,0.0,0,0.0,0,3.2803017877644742,<25%,11.584615384615384,0.0
44.0,0,4010.0,161.0,61.599999999999994,0,0.0,1.0,0.0,0.0,7.0,28.98,0.0,1.0,1,194.0,6-12m,1667,>12m,0.28865979381443296,0.2-0.5,0.0,0,0.0,0,0.0,<25%,9.525773195876289,0.0
39.0,1,3570.0,5.0,110.10000000000002,0,1.0,0.0,0.0,0.0,7.0,49.0,16.0,0.0,1,53.0,1-3m,1372,>12m,1.9811320754716981,1-2,0.0,0,0.0,0,32.6530612244898,25-50%,62.32075471698115,0.0
3.0,0,0.0,337.0,454.42,0,1.0,0.0,0.0,0.0,2.0,17.42,0.0,2.0,1,493.0,12m+,355,3-12m,0.15618661257606492,0.1-0.2,0.15618661257606492,0.1-0.5,1.0,0.5-1,0.0,<25%,27.652332657200812,0.0
33.0,1,2960.0,11.0,101.5,0,0.0,1.0,0.0,0.0,7.0,25.97,6.0,0.0,1,112.0,3-6m,153,3-12m,1.1875,1-2,0.0,0,0.0,0,23.103581055063536,<25%,27.1875,0.0
20.0,0,1800.0,103.0,114.85,0,0.0,1.0,0.0,0.0,7.0,28.98,8.0,1.0,1,205.0,6-12m,1609,>12m,0.7170731707317073,0.5-1,0.0,0,0.0,0,27.605244996549345,25-50%,16.80731707317073,0.0
5.0,1,0.0,6.0,513.6,0,1.0,0.0,0.0,0.0,2.0,4.579999999999998,3.0,2.0,0,462.0,12m+,6,<1w,1.0151515151515151,1-2,0.8939393939393939,0.5-1,0.8805970149253731,0.5-1,65.50218340611356,50-75%,33.350649350649356,0.0
7.0,0,0.0,6.0,114.35,0,1.0,0.0,0.0,0.0,2.4,14.859999999999996,7.0,0.0,0,52.0,1-3m,6,<1w,0.9423076923076923,0.5-1,0.8076923076923077,0.5-1,0.8571428571428571,0.5-1,47.1063257065949,25-50%,65.97115384615384,0.0
22.0,1,2370.0,83.0,171.2,0,1.0,0.0,0.0,0.0,1.0,8.71,1.0,1.0,1,328.0,6-12m,1589,>12m,0.3628048780487805,0.2-0.5,0.25609756097560976,0.1-0.5,0.7058823529411765,0.5-1,11.48105625717566,<25%,15.658536585365855,0.0
2.0,0,0.0,10.0,243.4,0,1.0,0.0,0.0,0.0,2.0,10.859999999999996,2.0,2.0,1,251.0,6-12m,271,3-12m,0.44621513944223107,0.2-0.5,0.36254980079681276,0.1-0.5,0.8125,0.5-1,18.416206261510137,<25%,29.09163346613546,0.0
23.0,0,2690.0,39.0,45.10000000000002,0,0.0,0.0,0.0,1.0,7.0,38.99,1.0,0.0,1,221.0,6-12m,212,3-12m,0.03167420814479638,<0.1,0.0,0,0.0,0,2.564760194921775,<25%,6.122171945701361,0.0
53.0,1,5700.0,43.0,468.4,0,0.0,0.0,0.0,0.0,2.0,17.72,3.0,1.0,1,368.0,12m+,94,3-12m,0.6467391304347826,0.5-1,0.7038043478260869,0.5-1,1.088235294117647,>1,16.93002257336343,<25%,38.184782608695656,1.0
21.0,1,1520.0,91.0,165.2,0,0.0,1.0,0.0,0.0,7.0,30.03,2.0,2.0,1,539.0,12m+,884,>12m,0.36363636363636365,0.2-0.5,0.0,0,0.0,0,6.66000666000666,<25%,9.194805194805195,0.0
32.0,0,2800.0,40.0,188.6,0,1.0,0.0,0.0,0.0,2.0,17.42,5.0,0.0,1,165.0,3-6m,885,>12m,0.806060606060606,0.5-1,0.806060606060606,0.5-1,1.0,0.5-1,28.702640642939148,25-50%,34.29090909090909,0.0
29.0,0,2610.0,266.0,402.3,1,1.0,0.0,0.0,0.0,7.0,60.97,1.0,1.0,1,602.0,12m+,1088,>12m,0.43023255813953487,0.2-0.5,0.0,0,0.0,0,1.6401508938822371,<25%,20.048172757475083,0.0
40.0,0,5600.0,55.0,606.37,0,0.0,1.0,0.0,0.0,7.0,60.97,2.0,2.0,1,480.0,12m+,754,>12m,2.1729166666666666,2-3,0.10208333333333333,0.1-0.5,0.04697986577181208,<0.5,3.2803017877644742,<25%,37.898125,1.0
19.0,1,1060.0,153.0,43.60000000000002,0,0.0,1.0,0.0,0.0,7.0,28.98,1.0,1.0,1,153.0,3-6m,1659,>12m,0.0457516339869281,<0.1,0.0,0,0.0,0,3.450655624568668,<25%,8.549019607843142,0.0
21.0,0,1350.0,286.0,71.19999999999996,0,0.0,1.0,0.0,0.0,7.0,28.98,1.0,1.0,1,324.0,6-12m,1792,>12m,0.21604938271604937,0.2-0.5,0.0,0,0.0,0,3.450655624568668,<25%,6.592592592592589,0.0
21.0,0,2340.0,8.999999999999986,38.5,0,0.0,1.0,0.0,0.0,7.0,28.0,3.0,0.0,1,28.0,<1m,212,3-12m,0.75,0.5-1,0.0,0,0.0,0,10.714285714285714,<25%,41.25,0.0
21.0,0,1530.0,52.0,116.6,0,1.0,1.0,0.0,0.0,7.0,60.97,3.0,0.0,1,280.0,6-12m,1262,>12m,0.1,<0.1,0.0,0,0.0,0,4.920452681646712,<25%,12.492857142857142,0.0
22.0,0,1900.0,34.0,541.8,0,0.0,0.0,0.0,0.0,2.0,17.42,6.0,3.0,1,670.0,12m+,1220,>12m,0.8253731343283582,0.5-1,0.7626865671641792,0.5-1,0.9240506329113924,0.5-1,34.44316877152698,25-50%,24.25970149253731,1.0
57.0,0,4970.0,66.0,138.35,0,1.0,0.0,0.0,0.0,7.0,60.97,0.0,0.0,1,103.0,3-6m,728,>12m,0.5436893203883495,0.5-1,0.0,0,0.0,0,0.0,<25%,40.29611650485437,0.0
29.0,0,2900.0,60.0,227.2,0,1.0,0.0,0.0,0.0,7.0,59.01,0.0,2.0,1,417.0,12m+,1025,>12m,0.2685851318944844,0.2-0.5,0.16786570743405277,0.1-0.5,0.625,0.5-1,0.0,<25%,16.345323741007192,0.0
21.0,0,1900.0,46.0,128.6,0,0.0,1.0,0.0,0.0,7.0,60.97,4.0,1.0,1,258.0,6-12m,769,>12m,0.4883720930232558,0.2-0.5,0.0,0,0.0,0,6.5606035755289485,<25%,14.953488372093023,0.0
52.0,1,6510.0,36.0,206.2,0,0.0,1.0,0.0,0.0,7.0,52.01,3.0,1.0,0,246.0,6-12m,36,1-2m,0.5121951219512195,0.5-1,0.0,0,0.0,0,5.768121515093251,<25%,25.146341463414632,0.0
3.0,0,0.0,5.0,123.80000000000001,0,1.0,0.0,0.0,0.0,2.0,15.999999999999996,6.0,0.0,0,56.0,1-3m,5,<1w,0.625,0.5-1,0.625,0.5-1,1.0,0.5-1,37.50000000000001,25-50%,66.32142857142857,0.0
32.0,1,4060.0,12.0,79.19999999999999,0,0.0,1.0,0.0,0.0,7.0,35.98,3.0,0.0,1,131.0,3-6m,154,3-12m,0.32061068702290074,0.2-0.5,0.0,0,0.0,0,8.337965536409117,<25%,18.13740458015267,0.0
2.0,1,0.0,5.0,780.5999999999999,0,1.0,0.0,0.0,0.0,2.0,17.42,5.0,2.0,0,590.0,12m+,5,<1w,0.46271186440677964,0.2-0.5,0.4271186440677966,0.1-0.5,0.9230769230769231,0.5-1,28.702640642939148,25-50%,39.69152542372881,0.0
38.0,1,3880.0,27.0,50.69999999999999,0,0.0,1.0,0.0,0.0,7.0,38.01,1.0,0.0,1,43.0,1-3m,141,3-12m,0.16279069767441862,0.1-0.2,0.0,0,0.0,0,2.6308866087871614,<25%,35.37209302325581,0.0
19.0,0,1300.0,15.0,197.2,0,0.0,1.0,0.0,0.0,7.0,30.03,2.0,1.0,1,394.0,12m+,1107,>12m,0.3553299492385787,0.2-0.5,0.0,0,0.0,0,6.66000666000666,<25%,15.015228426395936,0.0
20.0,0,1630.0,10.0,45.10000000000002,0,0.0,1.0,0.0,0.0,6.0,21.98,6.0,0.0,0,36.0,1-3m,10,1-2w,1.3611111111111112,1-2,0.0,0,0.0,0,27.2975432211101,25-50%,37.58333333333335,0.0
5.0,1,0.0,0.0,233.6,0,1.0,0.0,0.0,0.0,2.0,17.72,5.0,0.0,1,140.0,3-6m,1368,>12m,0.8,0.5-1,0.5,0.1-0.5,0.625,0.5-1,28.216704288939052,25-50%,50.05714285714286,0.0
41.0,0,4490.0,84.0,120.19999999999999,0,1.0,0.0,0.0,0.0,2.0,17.42,0.0,0.0,1,97.0,3-6m,226,3-12m,0.21649484536082475,0.2-0.5,0.0,0,0.0,0,0.0,<25%,37.17525773195876,0.0
45.0,1,5020.0,94.0,2155.9,0,0.0,1.0,0.0,0.0,7.0,60.97,0.0,5.0,0,1576.0,12m+,94,3-12m,0.6484771573604061,0.5-1,0.017766497461928935,<0.1,0.0273972602739726,<0.5,0.0,<25%,41.03870558375635,1.0
23.0,1,2510.0,0.0,43.69999999999999,0,0.0,1.0,0.0,0.0,6.2,21.98,13.0,0.0,0,23.0,<1m,0,<1w,3.9565217391304346,>3,0.0,0,0.0,0,59.14467697907188,50-75%,56.999999999999986,0.0
29.0,1,3010.0,90.0,88.60000000000002,0,0.0,1.0,0.0,0.0,7.0,60.97,0.0,0.0,1,93.0,3-6m,752,>12m,0.15053763440860216,0.1-0.2,0.0,0,0.0,0,0.0,<25%,28.58064516129033,0.0
38.0,1,5050.0,2.0,406.1,0,1.0,0.0,0.0,0.0,7.0,60.97,10.0,0.0,1,318.0,6-12m,1189,>12m,1.0566037735849056,1-2,0.0,0,0.0,0,16.40150893882237,<25%,38.31132075471699,0.0
22.0,1,2490.0,40.0,38.60000000000002,0,0.0,1.0,0.0,0.0,7.0,48.02,3.0,0.0,1,48.0,1-3m,1436,>12m,0.4375,0.2-0.5,0.0,0,0.0,0,6.247396917950853,<25%,24.125000000000014,0.0
44.0,1,5160.0,29.0,43.69999999999999,0,0.0,1.0,0.0,0.0,7.0,30.03,2.0,0.0,0,35.0,1-3m,29,2-4w,0.4,0.2-0.5,0.0,0,0.0,0,6.66000666000666,<25%,37.45714285714285,0.0
39.0,0,1620.0,93.0,148.6,0,1.0,0.0,0.0,0.0,1.0,8.71,0.0,2.0,1,146.0,3-6m,740,>12m,0.3835616438356164,0.2-0.5,0.2876712328767123,0.1-0.5,0.75,0.5-1,0.0,<25%,30.534246575342465,0.0
18.0,1,1610.0,305.0,733.7,0,0.0,0.0,1.0,0.0,4.0,34.84,0.0,3.0,1,727.0,12m+,1098,>12m,0.4718019257221458,0.2-0.5,0.4718019257221458,0.1-0.5,1.0,0.5-1,0.0,<25%,30.276478679504816,0.0
37.0,1,3290.0,11.0,41.60000000000002,0,1.0,0.0,0.0,0.0,2.0,4.579999999999998,1.0,0.0,1,16.0,<1m,1319,>12m,0.4375,0.2-0.5,0.4375,0.1-0.5,1.0,0.5-1,21.834061135371186,<25%,78.00000000000004,0.0
24.0,1,2090.0,33.0,446.2,0,0.0,1.0,0.0,0.0,7.0,62.02,10.0,1.0,1,656.0,12m+,1220,>12m,1.2804878048780488,1-2,0.0,0,0.0,0,16.123831022250886,<25%,20.40548780487805,0.0
64.0,1,6029.999999999999,88.0,185.60000000000002,0,0.0,0.0,0.0,0.0,2.0,17.140000000000004,0.0,0.0,1,191.0,6-12m,1377,>12m,0.8795811518324608,0.5-1,0.8795811518324608,0.5-1,1.0,0.5-1,0.0,<25%,29.151832460732987,1.0
26.0,1,1960.0,54.0,43.60000000000002,0,0.0,1.0,0.0,0.0,7.0,30.03,8.0,0.0,1,84.0,1-3m,847,>12m,0.75,0.5-1,0.0,0,0.0,0,26.64002664002664,25-50%,15.57142857142858,0.0
31.0,1,3430.0,265.0,83.59999999999997,0,0.0,1.0,0.0,0.0,7.0,30.03,3.0,2.0,1,340.0,6-12m,1058,>12m,0.061764705882352944,<0.1,0.0,0,0.0,0,9.99000999000999,<25%,7.376470588235291,0.0
27.0,1,2020.0,1603.0,109.69999999999999,0,1.0,0.0,0.0,0.0,2.0,17.72,0.0,4.0,1,1644.0,12m+,1834,>12m,0.04257907542579075,<0.1,0.029805352798053526,<0.1,0.7,0.5-1,0.0,<25%,2.0018248175182483,0.0
24.0,0,2170.0,89.0,158.2,0,0.0,1.0,0.0,0.0,7.0,28.98,1.0,1.0,1,376.0,12m+,1597,>12m,0.3723404255319149,0.2-0.5,0.0,0,0.0,0,3.450655624568668,<25%,12.622340425531915,0.0
23.0,0,1820.0,12.0,173.8,0,0.0,1.0,0.0,0.0,7.0,60.97,20.0,3.0,1,778.0,12m+,126,3-12m,0.4318766066838046,0.2-0.5,0.0,0,0.0,0,32.80301787764474,25-50%,6.701799485861183,0.0
13.0,1,0.0,94.0,1120.1,0,1.0,0.0,0.0,0.0,6.0,52.26,0.0,2.0,1,777.0,12m+,457,>12m,1.2972972972972974,1-2,0.8918918918918919,0.5-1,0.6875,0.5-1,0.0,<25%,43.24710424710424,0.0
29.0,0,1890.0,8.999999999999986,69.6,1,0.0,1.0,0.0,0.0,7.0,30.03,17.0,0.0,1,41.0,1-3m,9,1-2w,2.3902439024390243,2-3,0.0,0,0.0,0,56.61005661005661,50-75%,50.92682926829268,0.0
51.0,1,2120.0,318.0,399.2,0,1.0,0.0,0.0,0.0,2.0,17.42,0.0,2.0,1,383.0,12m+,1826,>12m,0.10966057441253264,0.1-0.2,0.09138381201044386,<0.1,0.8333333333333334,0.5-1,0.0,<25%,31.26892950391645,0.0
3.0,1,0.0,10.0,758.3,0,1.0,0.0,0.0,0.0,2.0,17.42,9.0,3.0,1,759.0,12m+,467,>12m,0.5718050065876152,0.5-1,0.5902503293807642,0.5-1,1.032258064516129,>1,51.66475315729046,50-75%,29.972332015810274,0.0
24.0,1,2630.0,27.0,157.3,0,0.0,1.0,0.0,0.0,7.0,35.98,8.0,0.0,1,155.0,3-6m,288,3-12m,1.2193548387096773,1-2,0.0,0,0.0,0,22.234574763757646,<25%,30.44516129032258,0.0
25.0,1,1820.0,8.999999999999986,266.1,0,1.0,0.0,0.0,0.0,7.0,60.97,5.0,0.0,1,298.0,6-12m,1196,>12m,1.9261744966442953,1-2,0.0,0,0.0,0,8.200754469411185,<25%,26.788590604026847,0.0
20.0,1,1640.0,56.0,47.60000000000002,0,0.0,1.0,0.0,0.0,7.0,60.97,1.0,0.0,1,63.0,1-3m,1452,>12m,0.2222222222222222,0.2-0.5,0.0,0,0.0,0,1.6401508938822371,<25%,22.666666666666675,0.0
21.0,0,1820.0,0.0,53.5,0,1.0,0.0,0.0,0.0,1.4000000000000004,4.289999999999999,3.0,0.0,0,30.0,<1m,0,<1w,0.9333333333333333,0.5-1,0.9333333333333333,0.5-1,1.0,0.5-1,69.93006993006995,50-75%,53.5,0.0
2.0,1,0.0,53.0,177.1,0,1.0,0.0,0.0,0.0,1.0,8.71,1.0,1.0,1,160.0,3-6m,1559,>12m,0.04375,<0.1,0.04375,<0.1,1.0,0.5-1,11.48105625717566,<25%,33.206250000000004,0.0
24.0,0,1930.0,47.0,107.6,0,0.0,1.0,0.0,0.0,7.0,59.99,2.0,0.0,1,139.0,3-6m,1352,>12m,0.8057553956834532,0.5-1,0.0,0,0.0,0,3.333888981496916,<25%,23.22302158273381,0.0
53.0,0,5870.0,21.0,65.19999999999999,0,0.0,0.0,0.0,0.0,7.0,59.99,10.0,0.0,1,72.0,1-3m,113,3-12m,0.7777777777777778,0.5-1,0.0,0,0.0,0,16.66944490748458,<25%,27.166666666666664,1.0
69.0,1,5780.0,88.0,166.6,0,0.0,1.0,0.0,0.0,7.0,62.02,0.0,0.0,1,146.0,3-6m,1428,>12m,0.6712328767123288,0.5-1,0.0,0,0.0,0,0.0,<25%,34.23287671232877,0.0
23.0,0,2360.0,8.0,146.5,0,0.0,1.0,0.0,0.0,7.0,60.97,18.0,0.0,1,144.0,3-6m,122,3-12m,2.1875,2-3,0.0,0,0.0,0,29.52271608988027,25-50%,30.520833333333336,0.0
44.0,1,2960.0,19.0,1164.38,0,1.0,1.0,0.0,0.0,1.0,8.71,4.0,4.0,0,1503.0,12m+,19,2-4w,0.17232202262142382,0.1-0.2,0.11177644710578842,0.1-0.5,0.6486486486486487,0.5-1,45.92422502870264,25-50%,23.24111776447106,0.0
31.0,0,2960.0,38.0,194.60000000000002,0,0.0,1.0,0.0,0.0,7.0,60.97,8.0,0.0,1,232.0,6-12m,1282,>12m,1.4482758620689655,1-2,0.0,0,0.0,0,13.121207151057897,<25%,25.163793103448278,0.0
21.0,1,1900.0,5.0,118.1,0,0.0,0.0,1.0,0.0,4.0,17.16,4.0,1.0,0,425.0,12m+,5,<1w,0.0988235294117647,<0.1,0.0988235294117647,<0.1,1.0,0.5-1,23.31002331002331,<25%,8.336470588235294,0.0
20.0,0,1570.0,12.0,109.1,0,0.0,1.0,1.0,0.0,2.0,16.280000000000005,5.0,2.0,0,590.0,12m+,12,1-2w,0.2135593220338983,0.2-0.5,0.059322033898305086,<0.1,0.2777777777777778,<0.5,30.712530712530704,25-50%,5.547457627118644,0.0
42.0,0,4580.0,3.0,889.2,0,1.0,0.0,0.0,0.0,7.0,60.97,15.0,3.0,0,828.0,12m+,3,<1w,2.282608695652174,2-3,0.29589371980676327,0.1-0.5,0.12962962962962962,<0.5,24.602263408233558,<25%,32.21739130434783,0.0
55.0,0,5600.0,1.0,185.2,0,0.0,0.0,0.0,0.0,7.0,60.97,22.0,1.0,0,211.0,6-12m,1,<1w,2.056872037914692,2-3,0.0,0,0.0,0,36.08331966540922,25-50%,26.33175355450237,1.0
23.0,1,2760.0,31.0,51.69999999999996,0,0.0,1.0,0.0,0.0,7.0,44.03,1.0,2.0,1,256.0,6-12m,321,3-12m,0.02734375,<0.1,0.0,0,0.0,0,2.271178741766977,<25%,6.058593749999996,0.0
31.0,1,2990.0,46.0,83.59999999999997,0,0.0,1.0,0.0,0.0,7.0,60.97,3.0,0.0,1,94.0,3-6m,1442,>12m,0.9680851063829787,0.5-1,0.0,0,0.0,0,4.920452681646712,<25%,26.680851063829778,0.0
20.0,0,1390.0,211.0,281.0,0,0.0,1.0,0.0,0.0,7.0,38.01,9.0,2.0,0,783.0,12m+,211,3-12m,0.6436781609195402,0.5-1,0.0,0,0.0,0,23.677979479084453,<25%,10.766283524904214,0.0
34.0,1,3340.0,62.0,133.6,0,0.0,1.0,0.0,0.0,7.0,60.97,6.0,1.0,1,198.0,6-12m,1568,>12m,0.9545454545454546,0.5-1,0.0,0,0.0,0,9.840905363293423,<25%,20.242424242424242,0.0
29.0,1,1720.0,307.0,45.10000000000002,0,0.0,1.0,0.0,0.0,7.0,28.98,2.0,2.0,1,310.0,6-12m,1701,>12m,0.04516129032258064,<0.1,0.0,0,0.0,0,6.901311249137336,<25%,4.3645161290322605,0.0
31.0,1,1880.0,0.0,795.2,0,1.0,0.0,0.0,0.0,7.0,60.97,1.0,1.0,1,659.0,12m+,457,>12m,0.5629742033383915,0.5-1,0.0,0,0.0,0,1.6401508938822371,<25%,36.20030349013657,0.0
10.999999999999998,1,0.0,25.0,425.4,0,1.0,0.0,0.0,0.0,4.0,34.84,12.0,0.0,1,298.0,6-12m,139,3-12m,1.2684563758389262,1-2,1.1275167785234899,>1,0.8888888888888888,0.5-1,34.44316877152698,25-50%,42.8255033557047,0.0
22.0,1,2000.0,52.0,136.1,0,0.0,1.0,0.0,0.0,7.0,60.97,6.0,0.0,1,236.0,6-12m,532,>12m,0.8305084745762712,0.5-1,0.0,0,0.0,0,9.840905363293423,<25%,17.300847457627118,0.0
27.0,0,2240.0,48.0,130.4,0,0.0,1.0,0.0,0.0,7.0,60.97,2.0,0.0,1,126.0,3-6m,589,>12m,1.0,0.5-1,0.0,0,0.0,0,3.2803017877644742,<25%,31.04761904761905,0.0
35.0,0,3420.0,197.0,500.37,0,1.0,1.0,0.0,0.0,7.0,60.97,0.0,2.0,1,603.0,12m+,616,>12m,0.3482587064676617,0.2-0.5,0.0,0,0.0,0,0.0,<25%,24.894029850746268,0.0
22.0,0,1440.0,42.0,148.6,0,0.0,0.0,0.0,1.0,7.0,60.97,4.0,0.0,1,137.0,3-6m,1252,>12m,0.6642335766423357,0.5-1,0.0,0,0.0,0,6.5606035755289485,<25%,32.54014598540146,0.0
23.0,0,3040.0,40.0,103.4,0,0.0,0.0,0.0,1.0,7.0,60.97,2.0,0.0,1,123.0,3-6m,1227,>12m,0.45528455284552843,0.2-0.5,0.0,0,0.0,0,3.2803017877644742,<25%,25.219512195121954,0.0
31.0,0,3730.0,66.0,79.5,0,0.0,0.0,0.0,1.0,7.0,60.97,0.0,0.0,1,76.0,1-3m,1123,>12m,0.09210526315789473,<0.1,0.0,0,0.0,0,0.0,<25%,31.38157894736842,0.0
22.0,1,1850.0,311.0,55.19999999999996,0,0.0,1.0,0.0,0.0,7.0,28.98,3.0,1.0,1,364.0,6-12m,1818,>12m,0.1346153846153846,0.1-0.2,0.0,0,0.0,0,10.351966873706004,<25%,4.549450549450546,0.0
27.0,0,2000.0,22.000000000000007,115.1,0,1.0,0.0,0.0,0.0,1.0,8.71,2.0,1.0,1,233.0,6-12m,40,1-2m,0.6008583690987125,0.5-1,0.33047210300429186,0.1-0.5,0.55,0.5-1,22.96211251435132,<25%,14.819742489270386,0.0
1.0,1,0.0,33.0,491.55,0,1.0,0.0,0.0,0.0,2.0,14.859999999999996,3.0,1.0,0,415.0,12m+,33,1-2m,0.3204819277108434,0.2-0.5,0.26987951807228916,0.1-0.5,0.8421052631578947,0.5-1,20.188425302826385,<25%,35.533734939759036,0.0
19.0,1,1790.0,76.0,67.49999999999997,0,0.0,1.0,0.0,0.0,7.0,41.02,0.0,0.0,1,90.0,1-3m,218,3-12m,0.3888888888888889,0.2-0.5,0.0,0,0.0,0,0.0,<25%,22.49999999999999,0.0
31.0,1,2840.0,22.000000000000007,174.85000000000002,0,0.0,1.0,0.0,0.0,7.0,30.03,3.0,0.0,1,239.0,6-12m,918,>12m,0.6443514644351465,0.5-1,0.0,0,0.0,0,9.99000999000999,<25%,21.947698744769877,0.0
41.0,1,4270.0,6.0,295.2,0,0.0,1.0,0.0,0.0,7.0,62.02,5.0,2.0,1,418.0,12m+,1346,>12m,0.35167464114832536,0.2-0.5,0.0,0,0.0,0,8.061915511125443,<25%,21.186602870813395,0.0
17.0,0,1290.0,1.0,111.5,0,0.0,1.0,0.0,1.0,7.0,30.03,11.0,0.0,0,43.0,1-3m,1,<1w,1.7906976744186047,1-2,0.0,0,0.0,0,36.63003663003663,25-50%,77.79069767441861,0.0
24.0,1,1430.0,293.0,53.20000000000002,0,0.0,1.0,0.0,0.0,7.0,28.98,4.0,1.0,1,302.0,6-12m,1799,>12m,0.09271523178807947,<0.1,0.0,0,0.0,0,13.802622498274673,<25%,5.2847682119205315,0.0
