n_age,b_gender,n_income,n_daysWithoutFrequency,n_lifetimeValue,b_useByTime,b_waterActivities,b_fitnessActivities,b_teamActivities,b_combatActivities,n_allowedWeeklyVisits,n_allowedVisits,n_realVisits,n_renewals,b_dropout,n_timeAsCustomer,c_timeAsCustomer,n_recency,c_recency,n_frequenciesWeek,c_frequenciesWeek,n_classesWeek,c_classesWeek,n_classesVisit,c_classesVisit,n_ratioUtilization,c_utilization,n_spentPerMonth,b_rareActivities
2.0,1,0.0,101.0,225.2,0,1.0,0.0,0.0,0.0,2.0,17.72,3.0,1.0,0,254.0,6-12m,101,3-12m,0.4409448818897638,0.2-0.5,0.11023622047244094,0.1-0.5,0.25,<0.5,16.93002257336343,<25%,26.598425196850393,0.0
38.0,0,4680.0,62.0,143.9,0,0.0,1.0,0.0,0.0,7.0,30.03,0.0,0.0,1,183.0,6-12m,519,>12m,0.994535519125683,0.5-1,0.0,0,0.0,0,0.0,<25%,23.59016393442623,0.0
26.0,1,3380.0,203.0,203.2,0,0.0,1.0,0.0,0.0,7.0,28.98,5.0,1.0,1,369.0,12m+,1711,>12m,0.7967479674796748,0.5-1,0.0,0,0.0,0,17.25327812284334,<25%,16.520325203252032,0.0
23.0,1,1640.0,133.0,248.5,0,0.0,0.0,0.0,1.0,7.0,60.97,0.0,1.0,1,345.0,6-12m,825,>12m,0.7304347826086957,0.5-1,0.0,0,0.0,0,0.0,<25%,21.608695652173914,0.0
24.0,1,3030.0,176.0,71.19999999999996,0,0.0,1.0,0.0,0.0,7.0,28.98,6.0,1.0,1,323.0,6-12m,1682,>12m,0.43343653250773995,0.2-0.5,0.0,0,0.0,0,20.70393374741201,<25%,6.613003095975228,0.0
21.0,1,2240.0,38.0,43.60000000000002,0,0.0,1.0,0.0,0.0,7.0,58.03,10.0,0.0,1,58.0,1-3m,1282,>12m,1.206896551724138,1-2,0.0,0,0.0,0,17.23246596587972,<25%,22.551724137931046,0.0
20.0,1,1440.0,51.0,88.60000000000002,0,0.0,0.0,0.0,1.0,7.0,56.0,1.0,0.0,1,56.0,1-3m,960,>12m,0.125,0.1-0.2,0.0,0,0.0,0,1.7857142857142858,<25%,47.46428571428572,0.0
8.0,0,0.0,25.999999999999993,1061.2500000000002,0,0.0,0.0,0.0,0.0,2.0,17.42,4.0,4.0,1,1015.0,12m+,168,3-12m,0.9655172413793104,0.5-1,0.9310344827586207,0.5-1,0.9642857142857143,0.5-1,22.96211251435132,<25%,31.366995073891633,0.0
23.0,1,1920.0,63.0,569.2,0,0.0,1.0,0.0,0.0,7.0,62.02,0.0,4.0,1,1250.0,12m+,114,3-12m,0.6664,0.5-1,0.0112,<0.1,0.01680672268907563,<0.5,0.0,<25%,13.660800000000002,0.0
27.0,0,1560.0,14.0,191.7,0,0.0,1.0,0.0,0.0,7.0,35.98,8.0,4.0,1,1592.0,12m+,247,3-12m,0.13630653266331658,0.1-0.2,0.0,0,0.0,0,22.234574763757646,<25%,3.612437185929648,0.0
31.0,1,2010.0,6.0,483.5,0,1.0,0.0,0.0,0.0,7.0,60.97,41.0,1.0,1,580.0,12m+,120,3-12m,2.1120689655172415,2-3,0.0,0,0.0,0,67.24618664917172,50-75%,25.008620689655174,0.0
22.0,1,1620.0,20.0,38.5,0,0.0,1.0,0.0,0.0,7.0,28.98,2.0,0.0,1,29.0,<1m,344,3-12m,0.4827586206896552,0.2-0.5,0.0,0,0.0,0,6.901311249137336,<25%,39.827586206896555,0.0
3.0,0,0.0,1.0,60.599999999999994,0,1.0,0.0,0.0,0.0,2.0,6.579999999999998,1.0,0.0,1,23.0,<1m,1188,>12m,0.30434782608695654,0.2-0.5,0.0,0,0.0,0,15.197568389057755,<25%,79.04347826086956,0.0
20.0,1,1370.0,29.0,275.9,0,1.0,0.0,0.0,0.0,7.0,59.01,1.0,2.0,1,355.0,6-12m,262,3-12m,0.4732394366197183,0.2-0.5,0.0,0,0.0,0,1.6946280291476021,<25%,23.315492957746475,0.0
19.0,1,1510.0,52.0,75.4,0,0.0,1.0,0.0,0.0,7.0,60.97,4.0,0.0,1,129.0,3-6m,532,>12m,1.0852713178294573,1-2,0.0,0,0.0,0,6.5606035755289485,<25%,17.534883720930235,0.0
37.0,0,2740.0,0.0,1657.36,1,0.0,1.0,0.0,0.0,7.0,62.02,14.0,5.0,1,1869.0,12m+,0,<1w,1.9176029962546817,1-2,0.0,0,0.0,0,22.57336343115124,<25%,26.602889245585875,0.0
23.0,0,1960.0,18.0,134.7,0,0.0,1.0,0.0,0.0,7.0,60.97,12.0,0.0,1,130.0,3-6m,132,3-12m,1.3461538461538463,1-2,0.0,0,0.0,0,19.681810726586846,<25%,31.08461538461538,0.0
16.0,1,1520.0,131.0,201.1,0,0.0,0.0,1.0,0.0,2.0,17.42,0.0,1.0,1,243.0,6-12m,1637,>12m,0.05761316872427984,<0.1,0.05761316872427984,<0.1,1.0,0.5-1,0.0,<25%,24.827160493827158,0.0
35.0,1,3660.0,52.0,91.6,0,1.0,0.0,0.0,0.0,7.0,59.99,1.0,0.0,1,64.0,1-3m,1239,>12m,0.109375,0.1-0.2,0.0,0,0.0,0,1.666944490748458,<25%,42.9375,0.0
7.0,0,0.0,36.0,546.2,0,0.0,0.0,0.0,1.0,1.0,8.71,3.0,1.0,1,697.0,12m+,1223,>12m,0.5824964131994261,0.5-1,0.48206599713055953,0.1-0.5,0.8275862068965517,0.5-1,34.44316877152698,25-50%,23.50932568149211,0.0
27.0,0,2460.0,57.0,66.4,1,0.0,1.0,0.0,0.0,7.0,60.97,2.0,0.0,1,161.0,3-6m,514,>12m,0.34782608695652173,0.2-0.5,0.0,0,0.0,0,3.2803017877644742,<25%,12.372670807453417,0.0
20.0,1,1580.0,20.0,37.60000000000002,0,0.0,1.0,0.0,0.0,7.0,30.03,5.0,0.0,1,30.0,<1m,962,>12m,0.9333333333333333,0.5-1,0.0,0,0.0,0,16.65001665001665,<25%,37.60000000000002,0.0
22.0,1,2600.0,306.0,39.19999999999999,0,0.0,1.0,0.0,0.0,7.0,28.98,1.0,1.0,1,316.0,6-12m,1812,>12m,0.022151898734177215,<0.1,0.0,0,0.0,0,3.450655624568668,<25%,3.721518987341771,0.0
24.0,1,1370.0,39.0,237.2,0,0.0,0.0,0.0,1.0,7.0,60.97,3.0,2.0,1,338.0,6-12m,1066,>12m,0.3727810650887574,0.2-0.5,0.0,0,0.0,0,4.920452681646712,<25%,21.05325443786982,0.0
24.0,0,2430.0,55.0,53.400000000000006,0,0.0,1.0,0.0,0.0,7.0,62.02,1.0,0.0,1,55.0,1-3m,512,>12m,0.12727272727272726,0.1-0.2,0.0,0,0.0,0,1.6123831022250885,<25%,29.127272727272732,0.0
40.0,0,4580.0,279.0,158.2,0,0.0,1.0,0.0,0.0,4.0,33.72,0.0,1.0,1,331.0,6-12m,1785,>12m,0.1903323262839879,0.1-0.2,0.1691842900302115,0.1-0.5,0.8888888888888888,0.5-1,0.0,<25%,14.338368580060422,0.0
29.0,1,3110.0,0.0,100.19999999999999,0,1.0,0.0,0.0,0.0,7.0,30.03,16.0,0.0,0,34.0,1-3m,0,<1w,3.5,>3,0.0,0,0.0,0,53.28005328005328,50-75%,88.41176470588235,0.0
20.0,1,2140.0,310.0,47.19999999999999,0,0.0,1.0,0.0,0.0,7.0,28.98,6.0,1.0,1,329.0,6-12m,1816,>12m,0.10638297872340426,0.1-0.2,0.0,0,0.0,0,20.70393374741201,<25%,4.303951367781154,0.0
76.0,0,4060.0,279.0,87.19999999999996,0,0.0,1.0,0.0,0.0,7.0,60.97,0.0,2.0,1,1023.0,12m+,736,>12m,0.1300097751710655,0.1-0.2,0.0,0,0.0,0,0.0,<25%,2.5571847507331364,0.0
22.0,0,1950.0,38.0,58.599999999999966,0,0.0,0.0,0.0,1.0,7.0,52.01,2.0,0.0,1,52.0,1-3m,1255,>12m,0.2692307692307692,0.2-0.5,0.0,0,0.0,0,3.845414343395501,<25%,33.807692307692285,0.0
23.0,0,1890.0,2.0,283.45,0,0.0,1.0,0.0,0.0,7.0,30.03,10.0,3.0,1,706.0,12m+,1000,>12m,0.8130311614730878,0.5-1,0.0,0,0.0,0,33.3000333000333,25-50%,12.044617563739376,0.0
21.0,1,1688.0,25.999999999999993,100.69999999999999,0,0.0,1.0,0.0,0.0,7.0,39.97,2.0,0.0,1,94.0,3-6m,199,3-12m,0.44680851063829785,0.2-0.5,0.14893617021276595,0.1-0.5,0.3333333333333333,<0.5,5.003752814610959,<25%,32.138297872340424,0.0
87.0,0,4080.0,0.0,102.6,0,0.0,1.0,0.0,0.0,7.0,30.03,0.0,0.0,1,65.0,1-3m,1079,>12m,0.6461538461538462,0.5-1,0.0,0,0.0,0,0.0,<25%,47.35384615384615,0.0
39.0,0,3630.0,33.0,125.6,0,0.0,0.0,0.0,1.0,7.0,38.01,1.0,2.0,1,415.0,12m+,206,3-12m,0.06746987951807229,<0.1,0.0,0,0.0,0,2.6308866087871614,<25%,9.079518072289156,0.0
23.0,0,1350.0,5.0,409.1,0,0.0,0.0,0.0,1.0,7.0,59.01,11.0,1.0,1,536.0,12m+,609,>12m,1.0055970149253732,1-2,0.0,0,0.0,0,18.640908320623623,<25%,22.89738805970149,0.0
30.0,0,3390.0,38.0,60.400000000000006,0,0.0,1.0,0.0,0.0,7.0,59.01,19.0,0.0,1,85.0,1-3m,610,>12m,1.0705882352941176,1-2,0.0,0,0.0,0,32.19793255380444,25-50%,21.317647058823532,0.0
26.0,1,1290.0,52.0,106.1,0,0.0,0.0,0.0,0.0,2.0,16.280000000000005,2.0,0.0,1,57.0,1-3m,1417,>12m,0.24561403508771928,0.2-0.5,0.12280701754385964,0.1-0.5,0.5,<0.5,12.285012285012282,<25%,55.84210526315789,1.0
25.0,1,1600.0,2.0,442.6,0,0.0,1.0,0.0,0.0,7.0,30.03,6.0,2.0,1,348.0,6-12m,1189,>12m,2.2126436781609193,2-3,0.0,0,0.0,0,19.98001998001998,<25%,38.1551724137931,0.0
54.0,1,3710.0,37.0,254.05,0,1.0,0.0,0.0,0.0,7.0,59.99,11.0,2.0,1,311.0,6-12m,1371,>12m,1.1479099678456592,1-2,0.18006430868167203,0.1-0.5,0.1568627450980392,<0.5,18.336389398233038,<25%,24.506430868167204,0.0
26.0,0,2650.0,49.0,43.60000000000002,0,0.0,1.0,0.0,0.0,7.0,60.97,4.0,0.0,1,64.0,1-3m,1259,>12m,0.65625,0.5-1,0.0,0,0.0,0,6.5606035755289485,<25%,20.43750000000001,0.0
55.0,0,5180.0,33.0,978.3,0,0.0,1.0,0.0,1.0,7.0,41.02,4.0,4.0,1,1202.0,12m+,175,3-12m,0.24459234608985025,0.2-0.5,0.0,0,0.0,0,9.751340809361286,<25%,24.416805324459233,0.0
5.0,0,0.0,3.0,98.6,0,1.0,0.0,0.0,0.0,2.0,13.420000000000002,5.0,1.0,1,97.0,3-6m,1097,>12m,0.36082474226804123,0.2-0.5,0.36082474226804123,0.1-0.5,1.0,0.5-1,37.25782414307004,25-50%,30.49484536082474,0.0
20.0,1,1910.0,27.0,53.599999999999994,0,0.0,1.0,0.0,0.0,7.0,30.03,2.0,0.0,1,30.0,<1m,1001,>12m,0.4666666666666667,0.2-0.5,0.0,0,0.0,0,6.66000666000666,<25%,53.599999999999994,0.0
18.0,0,1820.0,117.0,1568.75,0,0.0,0.0,1.0,1.0,7.0,60.97,0.0,6.0,1,1772.0,12m+,290,3-12m,0.4700902934537246,0.2-0.5,0.422686230248307,0.1-0.5,0.8991596638655462,0.5-1,0.0,<25%,26.55897291196388,1.0
70.0,1,6080.0,54.0,168.6,0,0.0,0.0,0.0,0.0,2.0,19.42,3.0,0.0,1,138.0,3-6m,1241,>12m,1.1666666666666667,1-2,1.1159420289855073,>1,0.9565217391304348,0.5-1,15.447991761071059,<25%,36.65217391304348,1.0
66.0,0,7600.0,3.0,1702.4,0,1.0,0.0,0.0,0.0,2.0,17.42,2.0,5.0,0,1674.0,12m+,3,<1w,0.6565113500597372,0.5-1,0.13799283154121864,0.1-0.5,0.21019108280254778,<0.5,11.48105625717566,<25%,30.508960573476706,0.0
33.0,0,3450.0,163.0,1118.8,1,1.0,1.0,0.0,0.0,7.0,38.99,7.0,6.0,1,1842.0,12m+,255,3-12m,0.744842562432139,0.5-1,0.01520086862106406,<0.1,0.02040816326530612,<0.5,17.953321364452425,<25%,18.221498371335507,1.0
9.0,1,0.0,12.0,1637.1,0,1.0,0.0,0.0,0.0,2.0,17.42,3.0,6.0,0,1917.0,12m+,12,1-2w,0.5732916014606155,0.5-1,0.514866979655712,0.5-1,0.8980891719745223,0.5-1,17.22158438576349,<25%,25.619718309859152,0.0
23.0,0,1730.0,391.0,294.3,0,1.0,1.0,0.0,0.0,7.0,38.99,0.0,4.0,1,1159.0,12m+,533,>12m,0.30198446937014667,0.2-0.5,0.0,0,0.0,0,0.0,<25%,7.617773943054358,0.0
29.0,1,2460.0,434.0,148.6,0,0.0,1.0,0.0,0.0,7.0,59.01,7.0,1.0,1,576.0,12m+,638,>12m,0.4375,0.2-0.5,0.0,0,0.0,0,11.862396204033216,<25%,7.739583333333332,0.0
39.0,1,3120.0,32.0,284.2,0,0.0,1.0,0.0,0.0,7.0,28.0,30.0,3.0,1,664.0,12m+,825,>12m,0.9698795180722891,0.5-1,0.0,0,0.0,0,100.0,>75%,12.840361445783131,0.0
20.0,1,1900.0,44.0,141.6,0,0.0,1.0,0.0,0.0,7.0,58.03,4.0,2.0,1,363.0,6-12m,1378,>12m,0.2699724517906336,0.2-0.5,0.0,0,0.0,0,6.892986386351887,<25%,11.702479338842975,0.0
16.0,1,1598.0,8.0,471.6,0,0.0,1.0,0.0,1.0,7.0,30.03,5.0,4.0,0,1500.0,12m+,8,1-2w,0.14933333333333335,0.1-0.2,0.126,0.1-0.5,0.84375,0.5-1,16.65001665001665,<25%,9.432,1.0
22.0,0,1610.0,212.0,431.1,0,0.0,1.0,0.0,0.0,7.0,60.97,11.0,3.0,0,953.0,12m+,212,3-12m,1.131164742917104,1-2,0.0,0,0.0,0,18.04165983270461,<25%,13.570828961175238,0.0
21.0,1,1690.0,150.0,246.9,0,0.0,1.0,0.0,0.0,7.0,60.97,11.0,1.0,0,388.0,12m+,150,3-12m,1.3350515463917525,1-2,0.0,0,0.0,0,18.04165983270461,<25%,19.09020618556701,0.0
27.0,0,2420.0,60.0,37.60000000000002,0,0.0,1.0,0.0,0.0,7.0,60.97,1.0,0.0,1,67.0,1-3m,1270,>12m,0.1044776119402985,0.1-0.2,0.0,0,0.0,0,1.6401508938822371,<25%,16.8358208955224,0.0
19.0,1,1490.0,109.0,76.80000000000001,0,0.0,0.0,0.0,0.0,6.0,52.26,0.0,0.0,1,142.0,3-6m,589,>12m,0.04929577464788732,<0.1,0.0,0,0.0,0,0.0,<25%,16.22535211267606,0.0
31.0,0,3890.0,86.0,148.6,0,0.0,0.0,1.0,0.0,2.0,17.72,0.0,2.0,1,161.0,3-6m,717,>12m,0.17391304347826086,0.1-0.2,0.0,0,0.0,0,0.0,<25%,27.689440993788818,0.0
19.0,0,1680.0,36.0,33.60000000000002,0,0.0,1.0,0.0,0.0,7.0,46.97,4.0,0.0,1,47.0,1-3m,1462,>12m,0.5957446808510638,0.5-1,0.0,0,0.0,0,8.516074089844581,<25%,21.446808510638313,0.0
26.0,1,1880.0,2.0,83.59999999999997,0,0.0,1.0,0.0,0.0,7.0,30.03,4.0,0.0,1,86.0,1-3m,997,>12m,0.7325581395348837,0.5-1,0.0,0,0.0,0,13.32001332001332,<25%,29.162790697674406,0.0
27.0,1,1870.0,0.0,294.6,0,0.0,1.0,0.0,0.0,7.0,60.97,19.0,0.0,1,254.0,6-12m,843,>12m,1.6811023622047243,1-2,0.0,0,0.0,0,31.162866983762505,25-50%,34.795275590551185,0.0
37.0,1,3480.0,85.0,203.59999999999997,0,0.0,0.0,0.0,1.0,7.0,60.97,1.0,1.0,1,316.0,6-12m,1591,>12m,0.4430379746835443,0.2-0.5,0.0,0,0.0,0,1.6401508938822371,<25%,19.32911392405063,0.0
41.0,0,2870.0,312.0,556.05,0,1.0,0.0,0.0,0.0,7.0,60.97,0.0,3.0,1,954.0,12m+,731,>12m,0.20545073375262055,0.2-0.5,0.0,0,0.0,0,0.0,<25%,17.48584905660377,0.0
24.0,1,2630.0,2.0,484.80000000000007,0,1.0,1.0,0.0,0.0,7.0,60.97,5.0,1.0,1,671.0,12m+,1189,>12m,0.4485842026825633,0.2-0.5,0.0,0,0.0,0,8.200754469411185,<25%,21.67511177347243,0.0
47.0,1,4070.0,183.0,258.2,0,0.0,1.0,0.0,0.0,7.0,28.98,1.0,1.0,1,359.0,6-12m,1689,>12m,0.2924791086350975,0.2-0.5,0.0,0,0.0,0,3.450655624568668,<25%,21.57660167130919,0.0
12.0,0,0.0,59.0,1073.45,0,1.0,0.0,1.0,0.0,7.0,60.97,1.0,1.0,1,671.0,12m+,516,>12m,0.834575260804769,0.5-1,0.7198211624441133,0.5-1,0.8625,0.5-1,1.6401508938822371,<25%,47.99329359165425,0.0
3.0,0,0.0,73.0,420.4,0,1.0,0.0,0.0,0.0,2.0,17.72,0.0,2.0,1,426.0,12m+,124,3-12m,0.29577464788732394,0.2-0.5,0.3286384976525822,0.1-0.5,1.1111111111111112,>1,0.0,<25%,29.6056338028169,0.0
23.0,1,1690.0,17.0,200.0,0,0.0,1.0,0.0,0.0,7.0,60.97,13.0,0.0,1,181.0,6-12m,1204,>12m,1.701657458563536,1-2,0.0,0,0.0,0,21.321961620469082,<25%,33.149171270718234,0.0
70.0,1,5040.0,6.0,110.20000000000002,0,0.0,1.0,0.0,0.0,7.0,59.99,57.99999999999999,0.0,0,64.0,1-3m,6,<1w,4.265625,>3,0.0,0,0.0,0,96.68278046341055,>75%,51.65625000000001,0.0
23.0,1,1340.0,44.0,60.00000000000003,0,0.0,1.0,0.0,0.0,7.0,60.97,2.0,0.0,1,110.0,3-6m,524,>12m,0.7636363636363639,0.5-1,0.0,0,0.0,0,3.2803017877644742,<25%,16.363636363636374,0.0
23.0,1,1810.0,35.0,43.60000000000002,0,0.0,0.0,0.0,0.0,7.0,49.0,3.0,0.0,1,49.0,1-3m,1435,>12m,0.42857142857142855,0.2-0.5,0.0,0,0.0,0,6.122448979591836,<25%,26.69387755102042,0.0
22.0,1,1820.0,57.0,214.8,0,0.0,1.0,0.0,0.0,7.0,62.02,1.0,1.0,1,463.0,12m+,1422,>12m,0.5140388768898488,0.5-1,0.0,0,0.0,0,1.6123831022250885,<25%,13.91792656587473,0.0
25.0,1,2720.0,56.0,408.6,0,1.0,0.0,0.0,1.0,7.0,60.97,2.0,4.0,1,1174.0,12m+,849,>12m,0.20272572402044292,0.2-0.5,0.0,0,0.0,0,3.2803017877644742,<25%,10.4412265758092,0.0
8.0,0,0.0,6.0,1331.3,0,1.0,0.0,0.0,0.0,2.0,17.42,5.0,4.0,0,1182.0,12m+,6,<1w,0.55668358714044,0.5-1,0.49153976311336717,0.1-0.5,0.8829787234042553,0.5-1,28.702640642939148,25-50%,33.78934010152284,0.0
17.0,0,1260.0,18.0,644.0,0,1.0,0.0,0.0,0.0,2.0,17.42,5.0,1.0,1,650.0,12m+,132,3-12m,0.8830769230769231,0.5-1,0.8292307692307692,0.5-1,0.9390243902439024,0.5-1,28.702640642939148,25-50%,29.72307692307692,0.0
16.0,1,0.0,36.0,210.2,0,1.0,0.0,0.0,0.0,6.0,32.58,1.0,0.0,1,153.0,3-6m,150,3-12m,1.8300653594771241,1-2,1.5098039215686274,>1,0.825,0.5-1,3.0693677102516883,<25%,41.21568627450981,0.0
16.0,0,0.0,97.0,1054.4000000000003,0,0.0,0.0,0.0,1.0,7.0,60.97,0.0,4.0,1,1027.0,12m+,890,>12m,0.667964946445959,0.5-1,0.0,0,0.0,0,0.0,<25%,30.800389483933795,0.0
40.0,0,2480.0,1.0,327.3,0,0.0,1.0,0.0,0.0,7.0,60.97,49.0,1.0,1,425.0,12m+,335,3-12m,1.4988235294117647,1-2,0.0,0,0.0,0,80.36739380022962,>75%,23.103529411764708,0.0
25.0,1,2500.0,296.0,61.25,0,0.0,1.0,0.0,0.0,7.0,28.98,4.0,1.0,1,316.0,6-12m,1802,>12m,0.08860759493670886,<0.1,0.0,0,0.0,0,13.802622498274673,<25%,5.814873417721519,0.0
26.0,1,2870.0,3.0,236.2,1,1.0,0.0,0.0,0.0,7.0,38.99,13.0,1.0,1,615.0,12m+,1190,>12m,0.4666666666666667,0.2-0.5,0.31869918699186994,0.1-0.5,0.6829268292682927,0.5-1,33.34188253398307,25-50%,11.521951219512195,0.0
61.0,1,2300.0,2.0,1452.1,0,0.0,1.0,0.0,0.0,7.0,23.03,4.0,5.0,0,1885.0,12m+,2,<1w,0.38620689655172413,0.2-0.5,0.003713527851458886,<0.1,0.009615384615384616,<0.5,17.36864958749457,<25%,23.110344827586204,0.0
35.0,0,3270.0,150.0,910.0,0,1.0,0.0,0.0,0.0,7.0,60.97,0.0,3.0,1,803.0,12m+,292,3-12m,0.10460772104607724,0.1-0.2,0.0,0,0.0,0,0.0,<25%,33.997509339975096,0.0
49.0,0,5880.0,542.0,1078.4,0,0.0,0.0,0.0,1.0,7.0,60.97,0.0,4.0,1,1462.0,12m+,560,>12m,0.2968536251709986,0.2-0.5,0.0,0,0.0,0,0.0,<25%,22.12859097127223,0.0
9.0,1,0.0,0.0,1406.05,0,1.0,0.0,0.0,0.0,2.0,17.42,9.0,4.0,0,1190.0,12m+,0,<1w,0.7411764705882353,0.5-1,0.6882352941176471,0.5-1,0.9285714285714286,0.5-1,51.66475315729046,50-75%,35.44663865546218,0.0
20.0,0,2230.0,6.0,237.6,0,0.0,1.0,0.0,0.0,7.0,60.97,17.0,0.0,1,293.0,6-12m,1193,>12m,1.3617747440273038,1-2,0.0,0,0.0,0,27.882565195998033,25-50%,24.327645051194537,0.0
13.0,1,0.0,58.0,263.5,0,0.0,0.0,0.0,1.0,7.0,60.97,2.0,0.0,1,233.0,6-12m,1245,>12m,0.5107296137339056,0.5-1,0.0,0,0.0,0,3.2803017877644742,<25%,33.927038626609445,0.0
19.0,1,1580.0,28.0,89.4,0,0.0,1.0,0.0,0.0,7.0,41.02,2.0,0.0,1,167.0,3-6m,231,3-12m,0.20958083832335328,0.2-0.5,0.0,0,0.0,0,4.875670404680643,<25%,16.05988023952096,0.0
26.0,0,2820.0,14.0,578.95,1,0.0,1.0,0.0,0.0,7.0,30.03,4.0,2.0,1,520.0,12m+,836,>12m,1.0903846153846153,1-2,0.0,0,0.0,0,13.32001332001332,<25%,33.400961538461544,0.0
19.0,0,1440.0,64.0,87.30000000000001,0,1.0,0.0,0.0,0.0,2.0,17.42,0.0,0.0,1,92.0,3-6m,388,>12m,0.22826086956521738,0.2-0.5,0.22826086956521738,0.1-0.5,1.0,0.5-1,0.0,<25%,28.46739130434783,0.0
10.999999999999998,0,0.0,10.0,1300.25,0,1.0,0.0,0.0,0.0,2.0,17.42,12.0,5.0,0,1626.0,12m+,10,1-2w,0.6888068880688807,0.5-1,0.7361623616236163,0.5-1,1.06875,>1,68.88633754305395,50-75%,23.989852398523983,0.0
22.0,0,1620.0,39.0,306.0,0,0.0,1.0,0.0,0.0,7.0,60.97,33.0,2.0,1,481.0,12m+,519,>12m,2.008316008316008,2-3,0.0,0,0.0,0,54.12497949811383,50-75%,19.085239085239085,0.0
2.0,0,0.0,61.0,507.6,0,1.0,0.0,0.0,0.0,2.0,16.859999999999996,0.0,2.0,1,411.0,12m+,614,>12m,0.170316301703163,0.1-0.2,0.0851581508515815,<0.1,0.5,<0.5,0.0,<25%,37.05109489051095,0.0
22.0,1,1530.0,884.0,85.6,0,0.0,1.0,0.0,0.0,7.0,30.03,5.0,3.0,0,969.0,12m+,884,>12m,0.22394220846233232,0.2-0.5,0.0,0,0.0,0,16.65001665001665,<25%,2.65015479876161,0.0
3.0,0,0.0,46.0,393.0,0,1.0,0.0,0.0,0.0,2.0,17.42,1.0,1.0,1,422.0,12m+,400,>12m,0.18246445497630331,0.1-0.2,0.13270142180094788,0.1-0.5,0.7272727272727273,0.5-1,5.74052812858783,<25%,27.938388625592417,0.0
21.0,0,1580.0,24.0,603.0,0,1.0,0.0,0.0,0.0,2.0,12.579999999999998,3.0,2.0,1,846.0,12m+,314,3-12m,0.9432624113475178,0.5-1,0.6950354609929078,0.5-1,0.7368421052631579,0.5-1,23.847376788553262,<25%,21.382978723404253,0.0
21.0,1,1700.0,31.0,203.59999999999997,0,0.0,1.0,0.0,0.0,7.0,67.97,2.0,0.0,1,290.0,6-12m,1218,>12m,1.206896551724138,1-2,0.0,0,0.0,0,2.9424746211563924,<25%,21.062068965517238,0.0
21.0,1,1260.0,20.0,85.69999999999999,0,0.0,1.0,0.0,0.0,4.0,34.84,9.0,0.0,1,113.0,3-6m,162,3-12m,1.238938053097345,1-2,0.0,0,0.0,0,25.83237657864523,25-50%,22.752212389380528,0.0
18.0,1,1560.0,33.0,492.8,0,0.0,0.0,1.0,0.0,4.0,34.84,4.0,3.0,1,723.0,12m+,1220,>12m,0.3582295988934993,0.2-0.5,0.3582295988934993,0.1-0.5,1.0,0.5-1,11.48105625717566,<25%,20.44813278008299,0.0
22.0,0,1990.0,23.0,72.0,0,0.0,1.0,0.0,0.0,7.0,60.97,5.0,0.0,1,72.0,1-3m,196,3-12m,0.4861111111111111,0.2-0.5,0.0,0,0.0,0,8.200754469411185,<25%,30.0,0.0
20.0,1,1740.0,80.0,43.60000000000002,0,0.0,1.0,0.0,0.0,7.0,60.97,0.0,0.0,1,80.0,1-3m,1290,>12m,0.0875,<0.1,0.0,0,0.0,0,0.0,<25%,16.35000000000001,0.0
39.0,1,5230.0,14.0,270.4,0,1.0,0.0,0.0,0.0,2.0,17.42,8.0,0.0,1,244.0,6-12m,128,3-12m,0.889344262295082,0.5-1,0.8319672131147541,0.5-1,0.9354838709677419,0.5-1,45.92422502870264,25-50%,33.24590163934426,0.0
25.0,0,2050.0,74.0,318.6,0,0.0,1.0,0.0,0.0,7.0,30.03,10.0,2.0,1,330.0,6-12m,867,>12m,1.3363636363636364,1-2,0.0,0,0.0,0,33.3000333000333,25-50%,28.96363636363637,0.0
19.0,1,650.0000000000002,299.0,83.19999999999999,0,0.0,1.0,0.0,0.0,7.0,28.98,4.0,1.0,1,348.0,6-12m,1805,>12m,0.1810344827586207,0.1-0.2,0.0,0,0.0,0,13.802622498274673,<25%,7.1724137931034475,0.0
25.0,1,2520.0,52.0,113.60000000000002,0,1.0,0.0,0.0,0.0,2.0,17.72,1.0,0.0,1,131.0,3-6m,1417,>12m,0.37404580152671757,0.2-0.5,0.37404580152671757,0.1-0.5,1.0,0.5-1,5.643340857787811,<25%,26.015267175572525,0.0
20.0,1,1180.0,63.0,260.8,0,1.0,1.0,0.0,0.0,7.0,60.97,0.0,1.0,1,554.0,12m+,205,3-12m,0.10108303249097472,0.1-0.2,0.0,0,0.0,0,0.0,<25%,14.122743682310471,0.0
39.0,0,3920.0,313.00000000000006,266.2,0,0.0,1.0,0.0,0.0,7.0,59.01,0.0,1.0,1,371.0,12m+,1821,>12m,0.1320754716981132,0.1-0.2,0.0,0,0.0,0,0.0,<25%,21.525606469002696,0.0
20.0,1,1700.0,3.0,842.75,0,1.0,1.0,0.0,0.0,7.0,60.97,16.0,2.0,0,766.0,12m+,3,<1w,1.9921671018276763,1-2,0.0,0,0.0,0,26.242414302115794,25-50%,33.00587467362924,0.0
24.0,0,2240.0,44.99999999999999,82.0,0,0.0,1.0,0.0,0.0,7.0,60.97,6.0,0.0,1,129.0,3-6m,1255,>12m,1.627906976744186,1-2,0.0,0,0.0,0,9.840905363293423,<25%,19.069767441860467,0.0
